old_path,new_path,confidence,rule_applied,notes,requires_review
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_51/51_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-51-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_51/51_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-51-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_82/82_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-82-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_82/82_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-82-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_70/70_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-70-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_70/70_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-70-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_89/89_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-89-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_89/89_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-89-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_100/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-100-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_100/00_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-100-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_115/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-115-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_115/00_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-115-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_05/05_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-05-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_05/05_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-05-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_80/80_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-80-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_80/80_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-80-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_20/20_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_SPACEPORT__k10-ata-20-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K10_industrialization-supplychain-quality/ATA_TASKS/ATA_20/20_AMPEL360_SPACET_PLUS_GEN_LC01_K10_SPACEPORT__k10-ata-20-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_78/78_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-78-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_78/78_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-78-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-84-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-84-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_47/47_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-47-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_47/47_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-47-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_28/28_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-28-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_28/28_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-28-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-12-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-12-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_81/81_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-81-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_81/81_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-81-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_26/26_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-26-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_26/26_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-26-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-18-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-18-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K03_SPACEPORT__k03-ata-110-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K03_hazmat-cryo-propellants-safety-case/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_GEN_LC01_K03_SPACEPORT__k03-ata-110-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_09/09_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-09-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_09/09_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-09-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_89/89_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-89-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_89/89_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-89-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_87/87_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-87-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_87/87_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-87-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-84-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-84-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-12-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-12-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_81/81_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-81-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_81/81_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-81-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_83/83_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-83-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_83/83_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-83-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_80/80_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-80-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_80/80_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-80-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K09_SPACEPORT__k09-ata-110-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K09_infrastructure-permitting-jurisdiction/ATA_TASKS/ATA_110/00_AMPEL360_SPACET_PLUS_GEN_LC01_K09_SPACEPORT__k09-ata-110-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_09/09_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-09-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_09/09_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-09-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_10/10_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-10-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_10/10_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-10-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_44/44_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-44-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_44/44_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-44-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_112/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-112-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_112/00_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-112-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-84-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_84/84_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-84-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-12-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_12/12_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-12-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_25/25_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-25-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_25/25_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-25-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_11/11_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-11-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_11/11_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-11-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-18-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_18/18_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-18-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_01/01_AMPEL360_SPACET_PLUS_00_IDX_LC01_K11_SPACEPORT__k11-ata-01-tasklist_v01.md,AMPEL360-SPACE-T-PORTAL/STK_SPACEPORT-spaceport-spaceport-airport-ops/KNOTS/K11_human-factors-training-readiness/ATA_TASKS/ATA_01/01_AMPEL360_SPACET_PLUS_GEN_LC01_K11_SPACEPORT__k11-ata-01-tasklist_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K10_industrialization-supplychain-quality/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K10_CERT__k10-industrialization-supplychain-quality_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K10_industrialization-supplychain-quality/00_AMPEL360_SPACET_PLUS_GEN_LC01_K10_CERT__k10-industrialization-supplychain-quality_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/00_AMPEL360_SPACET_PLUS_00_IDX_LC01_K01_CERT__k01-certification-authority-basis_v01.md,AMPEL360-SPACE-T-PORTAL/STK_CERT-cert-certification-authorities/KNOTS/K01_certification-authority-basis/00_AMPEL360_SPACET_PLUS_GEN_LC01_K01_CERT__k01-certification-authority-basis_IDX_v01_ACTIVE.md,0.75,v4→v5_migration,BUCKET 00 → BLOCK GEN | STATUS: ACTIVE (Version v01 suggests initial active release),YES
